ingredients@modified_date@available_date
ORGANIC STRAWBERRIES, ORGANIC BLUEBERRIES, ORGANIC BLACKBERRIES.@2020-04-08@2021-07-29
ORANGE JUICE.@2020-04-08@2020-05-28
CULTURED PASTEURIZED MILK, SALT, MICROBIAL ENZYMES.@2020-04-08@2021-03-19
DARK CHOCOLATE (CHOCOLATE LIQUOR, CANE SUGAR, COCOA BUTTER, SOY LECITHIN [EMULSIFIER], WHOLE MILK POWDER, VANILLA EXTRACT), CHOCOLATE CANDY CANE COOKIES (UNBLEACHED ENRICHED WHEAT FLOUR [WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], CANE SUGAR, EXPELLER PRESSED CANOLA OIL, EXPELLER PRESSED PALM OIL, COCOA POWDER [PROCESSED WITH ALKALI], CANDY CANE BLEND [RICE SYRUP, CANE SUGAR, COCONUT OIL, BEET JUICE CONCENTRATE {COLOR}, PEPPERMINT OIL, SOY LECITHIN {EMULSIFIER}], WHEAT STARCH, NATURAL FLAVORS, INVERT CANE SUGAR, SALT, BAKING SODA [SODIUM BICARBONATE], SOY LECITHIN [EMULSIFIER]), CRUSHED CANDY CANE (CANE SUGAR, TAPIOCA SYRUP, BEET JUICE CONCENTRATE [COLOR], PEPPERMINT OIL).@2021-10-26@2021-12-01
CULTURED PASTEURIZED MILK, SALT, MICROBIAL ENZYMES, ANNATTO (COLOR).@2019-04-17@2022-12-22
ORGANIC WHOLE WHEAT FLOUR, WATER, ORGANIC CANE SUGAR, ORGANIC VITAL WHEAT GLUTEN, CONTAINS 2% OR LESS OF THE FOLLOWING: ORGANIC EXPELLER PRESSED SOYBEAN OIL, YEAST, SEA SALT, ASCORBIC ACID, ORGANIC DISTILLED WHITE VINEGAR, CULTURED WHEAT FLOUR, MICROBIAL ENZYMES.@2020-04-08@2020-05-28
APPLE PUREE CONCENTRATE, APPLE JUICE CONCENTRATE, CARROT PUREE CONCENTRATE, VEGETABLE AND FRUIT JUICE FOR COLOR (CARROT, BLUEBERRY), LEMON JUICE CONCENTRATE, PECTIN, NATURAL FLAVOR, MALIC ACID, BLUEBERRY JUICE CONCENTRATE, GRAPE JUICE CONCENTRATE.@2019-08-22@2021-02-26
UNBLEACHED ENRICHED WHOLE WHEAT FLOUR (WHOLE WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), BUTTER (CREAM [MILK], WATER, SALT), CRANBERRIES (CRANBERRIES, CANE SUGAR, SUNFLOWER SEED OIL), BITTERSWEET CHOCOLATE CHIPS (CANE SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN [EMULSIFIER]), CANE SUGAR, BROWN SUGAR, EGGS, ALMONDS, PUMPKIN SEED, SUNFLOWER SEED (SUNFLOWER SEED, SUNFLOWER SEED OIL OR COTTONSEED OIL, SALT), CHIA SEED, FLAXSEED, BAKING SODA (SODIUM BICARBONATE), VANILLA EXTRACT.@2018-12-12@2021-02-26
ORGANIC STRAWBERRIES, ORGANIC MANGOES, ORGANIC BANANAS (BANANAS [ASCORBIC ACID AND CITRIC ACID TO PRESERVE COLOR]), ORGANIC PINEAPPLE.@2022-01-31@2022-12-22
ORGANIC TOMATOES, ORGANIC TOMATO JUICE, SEA SALT, CALCIUM CHLORIDE, CITRIC ACID.@2022-01-28@2022-12-22
ORGANIC APPLE PUREE.@2019-03-18@2021-03-19
CULTURED PASTEURIZED MILK, SALT, MICROBIAL ENZYMES, ANNATTO (COLOR).@2020-04-08@2021-07-29
POTATOES, EXPELLER PRESSED OIL (SUNFLOWER SEED, SAFFLOWER SEED AND/OR CANOLA), SEA SALT.@2021-07-13@2021-10-28
FILTERED WATER, ORGANIC CANE SUGAR, ORGANIC SOY SAUCE (WATER, ORGANIC SOYBEANS, ORGANIC WHEAT, SALT, ORGANIC ALCOHOL), ORGANIC APPLE CIDER VINEGAR, ORGANIC MISO (ORGANIC RICE KOJI, ORGANIC SOYBEANS, SEA SALT, WATER, KOJI SPORES [ASPERGILLUS ORYZAE]), ORGANIC MOLASSES, ORGANIC CORNSTARCH, ORGANIC ORANGE JUICE CONCENTRATE, ORGANIC GINGER PUREE, ORGANIC EXPELLER PRESSED SESAME SEED OIL, ORGANIC ONION POWDER, ORGANIC GARLIC POWDER, ORGANIC CARAMEL COLOR, ORGANIC CHILI POWDER, ORGANIC GARLIC, ORGANIC TAMARIND, XANTHAN GUM.@2021-08-25@2021-10-28
UNBLEACHED WHEAT FLOUR, SUGAR*, CAGE-FREE EGGS, DEXTROSE*, CONCENTRATED BUTTER, NONFAT MILK POWDER, SALT, WHEAT GLUTEN.@2018-06-14@2021-03-19
ORGANIC RED KIDNEY BEANS.@2020-12-17@2022-06-21
CHICKEN STOCK (WATER, CHICKEN BONES, ONIONS, CELERY, CARROTS, SEA SALT, GARLIC, PARSLEY, WHITE PEPPER, THYME, BAY LEAVES, MARJORAM), GROUND TOMATOES (TOMATOES, SALT, CITRIC ACID), WATER, TURKEY MEATBALL (TURKEY, WATER, EGG WHITES, BREAD CRUMBS [UNBLEACHED WHEAT FLOUR, SALT, YEAST], PARMESAN CHEESE [PASTEURIZED NONFAT MILK, SALT, CHEESE CULTURES, MICROBIAL ENZYMES], DEHYDRATED ONIONS, CANE SUGAR, SALT, GARLIC POWDER, BLACK PEPPER, PARSLEY), PASTA (ENRICHED UNBLEACHED DURUM WHEAT SEMOLINA, NIACIN, FOLIC ACID, FERROUS SULFATE, RIBOFLAVIN, THIAMINE MONONITRATE), CARROTS, ONIONS, BUTTER (SWEET CREAM, SALT), THYME, SEA SALT, GARLIC, RICE STARCH, BAY LEAVES.@2020-10-26@2022-12-22
ORGANIC SOYBEANS.@2020-10-26@2021-03-19
NONFAT MILK, VITAMIN A PALMITATE, VITAMIN D3.@2020-10-26@2021-02-26
MILK, VITAMIN D3.@2019-08-22@2021-02-26
ORGANIC CRANBERRIES.@2020-04-08@2020-05-28
ORGANIC CHICKEN BROTH (FILTERED WATER, ORGANIC CHICKEN STOCK), CONTAINS LESS THAN 2% OF: ORGANIC CHICKEN FLAVOR, SEA SALT, ORGANIC CARROT JUICE CONCENTRATE, ORGANIC CHICKEN FAT, ORGANIC ONION POWDER.@2022-03-21@2022-05-23
REDUCED FAT MILK, VITAMIN A PALMITATE, VITAMIN D3.@2021-08-25@2022-12-22
ORGANIC ALMONDMILK (FILTERED WATER, ORGANIC ALMONDS), ORGANIC NATURAL FLAVOR. SEA SALT, ORGANIC VANILLA EXTRACT, TRICALCIUM PHOSPHATE, GELLAN GUM, ORGANIC LOCUST BEAN GUM, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), DL-ALPHA-TOCOPHEROL ACETATE (VITAMIN E), CYANOCOBALAMIN (VITAMIN B12).@2020-07-10@2020-08-27
ORGANIC WHOLE WHEAT FLOUR, WATER, ORGANIC CANE SUGAR, ORGANIC VITAL WHEAT GLUTEN, CONTAINS 2% OR LESS OF THE FOLLOWING: ORGANIC EXPELLER PRESSED SOYBEAN OIL, YEAST, SEA SALT, ASCORBIC ACID, ORGANIC DISTILLED WHITE VINEGAR, CULTURED WHEAT FLOUR, MICROBIAL ENZYMES.@2019-03-18@2019-12-06
EGGS.@2021-05-20@2021-06-25
WATER, LONG GRAIN WHITE RICE, WHEAT BERRIES, WHITE QUINOA, RED QUINOA, RED RICE, WILD RICE, BULGUR (DURUM WHEAT), GREEN LENTILS, EXTRA VIRGIN OLIVE OIL, SEA SALT.@2019-01-18@2021-03-19
UNBLEACHED ENRICHED DURUM WHEAT SEMOLINA (DURUM WHEAT SEMOLINA, NIACIN, IRON [FERROUS LACTATE], THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), CAGE-FREE EGGS.@2018-11-04@2021-10-28
CHUNK LIGHT SKIPJACK TUNA, WATER, SEA SALT.@2019-07-13@2021-03-19
SALMON.@2017-11-01@2019-04-01
ORGANIC MACARONI (ORGANIC DURUM WHEAT SEMOLINA), ORGANIC CHEDDAR CHEESE SAUCE (ORGANIC CHEDDAR CHEESE [PASTEURIZED ORGANIC MILK, CHEESE CULTURES, SALT, MICROBIAL ENZYMES], WATER, ORGANIC WHEY [MILK], ORGANIC BUTTER [PASTEURIZED ORGANIC SWEET CREAM, SALT], SODIUM PHOSPHATE, SALT, ORGANIC GUAR GUM, COLORS [ORGANIC PUMPKIN JUICE, ORGANIC APPLE JUICE, ORGANIC ANNATTO EXTRACT], LACTIC ACID, SODIUM CITRATE, MICROBIAL ENZYMES).@2021-08-25@2021-10-28
ORGANIC ROLLED OATS.@2020-10-26@2022-12-22
SEA SALT, MUSTARD SEED, CELERY SEED, PAPRIKA, DILL SEED, BAY LEAF, BLACK PEPPER, CAYENNE (CONTAINS SILICON DIOXIDE, A NATURAL ANTI-CAKING AGENT), GINGER, ALL SPICE, CHILI PEPPERS, CLOVES, CINNAMON, CARDAMOM, MACE.@2017-07-14@2021-02-26
ORGANIC ENRICHED WHEAT FLOUR (ORGANIC WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, ORGANIC CANE SUGAR, ORGANIC VITAL WHEAT GLUTEN, ORGANIC SUNFLOWER KERNELS, ORGANIC MINCED ONION, CONTAINS 2% OR LESS OF THE FOLLOWING: YEAST, SEA SALT, ORGANIC GARLIC POWDER, ORGANIC POPPY SEED, ORGANIC SESAME SEED, ORGANIC EXPELLER PRESSED SOYBEAN OIL, XANTHAN GUM, ORGANIC DISTILLED WHITE VINEGAR, ASCORBIC ACID, MICROBIAL ENZYMES, CULTURED WHEAT FLOUR.@2020-04-08@2020-11-13
ORGANIC CASHEWS, ORGANIC EXPELLER PRESSED CANOLA OIL, SEA SALT.@2018-10-04@2019-04-01
NONFAT MILK, VITAMIN A PALMITATE, VITAMIN D3.@2020-09-21@2021-07-29
ORGANIC WHOLE GRAIN ROLLED OATS, ORGANIC RAISINS (ORGANIC RAISINS, ORGANIC CANOLA AND/OR ORGANIC SUNFLOWER SEED OIL), ORGANIC VEGETABLE OIL (EXPELLER PRESSED CANOLA AND/OR SAFFLOWER SEED AND/OR SUNFLOWER SEED OIL), ORGANIC HONEY, ORGANIC CANE SUGAR, ORGANIC CRANBERRIES (ORGANIC CRANBERRIES, ORGANIC CANE SUGAR, ORGANIC EXPELLER PRESSED SUNFLOWER SEED OIL), ORGANIC ALMONDS, ORGANIC UNSWEETENED COCONUT, ORGANIC MAPLE SYRUP, ORGANIC OAT BRAN, ORGANIC PECANS, ORGANIC FLAXSEED, ORGANIC SESAME SEED, MIXED TOCOPHEROLS (VITAMIN E) ADDED TO MAINTAIN FRESHNESS.@2018-05-04@2019-04-01
ORGANIC GREEN BELL PEPPERS, ORGANIC RED BELL PEPPERS, ORGANIC YELLOW BELL PEPPERS.@2021-02-18@2021-07-29
ORGANIC WHOLE CORN, WATER, TRACE OF LIME.@2019-01-29@2021-10-28
ORGANIC ALMONDMILK (FILTERED WATER, ORGANIC ALMONDS), ORGANIC NATURAL FLAVOR, SEA SALT, ORGANIC VANILLA EXTRACT, TRICALCIUM PHOSPHATE, GELLAN GUM, ORGANIC LOCUST BEAN GUM, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), DL-ALPHA-TOCOPHEROL ACETATE (VITAMIN E), CYANOCOBALAMIN (VITAMIN B12).@2021-08-25@2023-02-16
GARLIC, SEA SALT, CHILI PEPPERS (CONTAINS SILICON DIOXIDE, A NATURAL ANTI-CAKING AGENT), PAPRIKA, OREGANO, BLACK PEPPER, CAYENNE, ONION, THYME, LEMON PEEL, FENNEL SEED, WHITE PEPPER.@2018-12-12@2021-10-28
ORGANIC EXPELLER PRESSED REFINED SUNFLOWER SEED OIL.@2020-09-21@2022-09-15
ORGANIC APPLE FLAKES (ORGANIC APPLES, SILICON DIOXIDE [TO PREVENT CAKING]), ORGANIC APPLES, WATER, ORGANIC NATURAL FLAVOR, ORGANIC CHERRY JUICE CONCENTRATE, ORGANIC LEMON JUICE CONCENTRATE.@2020-04-08@2021-03-19
OATMILK (FILTERED WATER, OATS), CANE SUGAR, CONTAINS 2% OR LESS OF: SUNFLOWER SEED OIL, COCOA POWDER (PROCESSED WITH ALKALI)*, TRICALCIUM PHOSPHATE, POTASSIUM PHOSPHATE, CALCIUM CARBONATE, SEA SALT, GELLAN GUM, NATURAL FLAVORS, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), RIBOFLAVIN (VITAMIN B2), CYANOCOBALAMIN (VITAMIN B12). *FAIR TRADE CERTIFIED BY FAIR TRADE USA@2021-08-25@2023-02-16
LOWFAT MILK, CANE SUGAR, COCOA (PROCESSED WITH ALKALI), SALT, CARRAGEENAN, NATURAL VANILLA FLAVOR, GUAR GUM, VITAMIN A PALMITATE, VITAMIN D3.@2019-08-22@2021-07-29
CORNMEAL, EXPELLER PRESSED SUNFLOWER SEED OIL, WHEY (MILK), REDUCED LACTOSE WHEY (MILK), BUTTER (CREAM, SALT), BUTTERMILK, SALT, CHEDDAR CHEESE (CULTURED MILK, SALT, MICROBIAL ENZYMES), BLUE CHEESE (CULTURED MILK, SALT, MICROBIAL ENZYMES), DISODIUM PHOSPHATE, NATURAL BUTTER FLAVOR, COLOR (PAPRIKA, TURMERIC, ANNATTO), LACTIC ACID, CITRIC ACID.@2018-11-04@2021-02-26
SMOKED SOCKEYE SALMON, SALT, BROWN SUGAR.@2020-11-19@2021-03-19
CANE SUGAR, RASPBERRIES, RASPBERRY JUICE CONCENTRATE, CRANBERRY JUICE CONCENTRATE, LEMON JUICE CONCENTRATE, FRUIT PECTIN.@2018-11-01@2019-04-01
UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WATER, YEAST, CONTAINS 2% OR LESS OF THE FOLLOWING: ORGANIC DISTILLED WHITE VINEGAR, VITAL WHEAT GLUTEN, ORGANIC EXPELLER PRESSED SOYBEAN OIL, ORGANIC CANE SUGAR, SALT, CORNMEAL, ASCORBIC ACID, CULTURED WHEAT FLOUR, MICROBIAL ENZYMES.@2021-08-25@2021-10-28
WATER, MUSTARD SEED, DISTILLED WHITE VINEGAR, SALT.@2019-07-11@2021-02-26
ORGANIC MACARONI (ORGANIC DURUM WHEAT SEMOLINA), ORGANIC CHEDDAR CHEESE SAUCE (ORGANIC WHEAT FLOUR, ORGANIC CHEDDAR CHEESE [PASTEURIZED ORGANIC MILK, SALT, CHEESE CULTURES, MICROBIAL ENZYMES], ORGANIC WHEAT STARCH, SALT, ORGANIC WHEY (MILK), NATURAL FLAVORS, CITRIC ACID, ORGANIC ANNATTO EXTRACT [COLOR]).@2020-04-08@2021-02-26
REDUCED FAT MILK, VITAMIN A PALMITATE, VITAMIN D2.@2020-10-26@2021-07-29
WHITE WINE VINEGAR.@2020-09-30@2022-12-22
FAT FREE MILK, VITAMIN A PALMITATE, VITAMIN D2.@2019-08-22@2021-07-29
WATER, WHEAT GLUTEN, TEXTURED SOY PROTEIN (WHEAT STARCH, WHEAT GLUTEN, SOY PROTEIN ISOLATE), EXPELLER PRESSED SOYBEAN OIL, SOY SAUCE (WATER, SOYBEANS, SALT, WHEAT, ALCOHOL), NAVY BEAN FLOUR, CONTAINS 2% OR LESS OF THE FOLLOWING: RICE BRAN, SUN DRIED TOMATO ITALIAN SEASONING (SPICES, SALT, GARLIC, SILICON DIOXIDE [TO PREVENT CAKING], DEHYDRATED TOMATO, DEHYDRATED ONIONS, TOMATO FLAKES, RED BELL PEPPERS, GREEN BELL PEPPERS, PARSLEY), CARRAGEENAN, SOY PROTEIN ISOLATE, CALCIUM LACTATE, YEAST EXTRACT, SEA SALT, GARLIC GRANULES, SALT, SOY LECITHIN, ONION POWDER, TAPIOCA STARCH, TAPIOCA DEXTRIN, CITRIC ACID, POTATO MALTODEXTRIN, NATURAL FLAVORS.@2020-10-26@2021-03-19
ORGANIC TOMATO PUREE (WATER, ORGANIC TOMATO PASTE), ORGANIC BROWN SUGAR, ORGANIC WORCESTERSHIRE SAUCE (WATER, ORGANIC DISTILLED WHITE VINEGAR, ORGANIC MOLASSES, ORGANIC CANE SUGAR, SEA SALT, ORGANIC CARAMEL COLOR, ORGANIC GARLIC POWDER, ORGANIC BLACK PEPPER, ORGANIC SPICES, ORGANIC CAYENNE PEPPER, XANTHAN GUM), ORGANIC DISTILLED WHITE VINEGAR, ORGANIC CORNSTARCH, SALT, ORGANIC BLACK PEPPER, NATURAL HICKORY SMOKE FLAVOR, ORGANIC DRIED ONION, ORGANIC CHIPOTLE PEPPER POWDER, ORGANIC DRIED GARLIC, ORGANIC CUMIN POWDER.@2020-04-08@2020-05-28
ORGANIC CANE SUGAR**, ORGANIC CHOCOLATE LIQUOR**, ORGANIC COCOA BUTTER**, ORGANIC VANILLA EXTRACT**.@2020-12-17@2021-01-28
SALAD: GREEN CABBAGE"", ROMAINE LETTUCE"", CARROTS, CILANTRO*, GREEN ONIONS*. ORGANIC CREAMY CILANTRO DRESSING: WATER, ORGANIC EXPELLER PRESSED SOYBEAN OIL, ORGANIC PEPITAS (PUMPKIN SEED), ORGANIC DISTILLED VINEGAR, ORGANIC EGG YOLKS, ORGANIC CULTURED BUTTERMILK POWDER, ORGANIC LEMON JUICE CONCENTRATE, SALT, ORGANIC DEHYDRATED GARLIC, ORGANIC CANE SUGAR, ORGANIC CUMIN, ORGANIC CILANTRO, ORGANIC DEHYDRATED ONIONS, LACTIC ACID, XANTHAN GUM. ORGANIC YELLOW AND BLUE TORTILLA STRIPS: ORGANIC STONE GROUND YELLOW CORN, ORGANIC STONE GROUND BLUE CORN, ORGANIC EXPELLER PRESSED SUNFLOWER SEED OIL, SEA SALT, LIME. TOPPING: ORGANIC PEPITAS (PUMPKIN SEEDS)@2020-10-05@2020-11-30
MILK, VITAMIN D3.@2021-08-25@2021-10-28
ORGANIC SHORT GRAIN BROWN RICE.@2020-12-17@2021-01-28
DICED TOMATOES IN TOMATO JUICE, ONION, GREEN PEPPER, ROASTED POBLANO CHILE PEPPER, CILANTRO, WATER, SALT, VINEGAR, SPICES (CUMIN), CITRIC ACID, LIME JUICE, GARLIC.@2018-08-11@2021-03-19
CARBONATED MINERAL WATER, ORGANIC NATURAL FLAVORS (LIME).@2020-04-08@2021-02-26
nan@2017-10-29@2021-03-19
FILTERED WATER, ORGANIC CANE SUGAR*, ORGANIC BLACK TEA CONCENTRATE*, ORGANIC STRAWBERRY JUICE CONCENTRATE, ORGANIC NATURAL FLAVOR, ORGANIC LEMON JUICE CONCENTRATE, ORGANIC RHUBARB EXTRACT, ORGANIC BASIL EXTRACT.@2020-09-21@2021-07-29
ORGANIC WILD BLUEBERRIES, ORGANIC CANE SUGAR, FRUIT PECTIN, ASCORBIC ACID (VITAMIN C), CITRIC ACID.@2020-07-28@2021-03-19
ORGANIC CANE SUGAR, ORGANIC CORNSTARCH.@2020-09-21@2021-02-26
LOWFAT MILK, VITAMIN A PALMITATE, VITAMIN D2.@2018-12-07@2019-04-01
CHICKEN STOCK (WATER, CHICKEN BONES, ONIONS, CELERY, CARROTS, SEA SALT, GARLIC, PARSLEY, WHITE PEPPER, THYME, BAY LEAVES, MARJORAM), CHICKEN THIGH MEAT, ARTICHOKES, ONIONS, CELERY, SPINACH, WATER, ARBORIO WHITE RICE, LEMON JUICE, SALTED SHERRY COOKING WINE (SHERRY WINE, SALT), SEA SALT, CHICKEN STOCK, OLIVE OIL, BASIL, RICE STARCH, EXPELLER PRESSED SUNFLOWER SEED OIL AND/OR EXPELLER PRESSED SAFFLOWER SEED OIL, PARSLEY, BLACK PEPPERCORN, GARLIC, THYME, ROSEMARY, OREGANO.@2020-10-26@2021-07-29
WATER, ORGANIC EXPELLER PRESSED SOYBEAN OIL, ORGANIC APPLE CIDER VINEGAR, ORGANIC CANE SUGAR, ORGANIC RASPBERRIES, ORGANIC DIJON MUSTARD (WATER, ORGANIC MUSTARD SEED, ORGANIC DISTILLED WHITE VINEGAR, SALT, ORGANIC TURMERIC POWDER, ORGANIC SPICES), ORGANIC APPLE JUICE CONCENTRATE, SALT, ORGANIC LEMON JUICE CONCENTRATE, ORGANIC NATURAL FLAVOR, ORGANIC FRUIT AND ORGANIC VEGETABLE JUICES (COLOR), XANTHAN GUM.@2021-08-25@2021-10-28
VEGETABLE STOCK (WATER, ONIONS, CARROTS, CABBAGE, CELERY, MUSHROOMS, TURNIPS, BLACK PEPPERCORN, MUSTARD SEED, DILL, THYME, BAY LEAVES, MARJORAM), DICED TOMATOES (TOMATOES, TOMATO JUICE, SALT, CITRIC ACID), ONIONS, COCONUT MILK (COCONUT EXTRACT, WATER), RED LENTILS, SPINACH, LIME JUICE, EXTRA VIRGIN OLIVE OIL, SEA SALT, CUMIN SEED, GARLIC, TURMERIC, CINNAMON, CHILE PEPPERS, CARDAMOM, BLACK PEPPERCORN.@2020-04-08@2021-02-26
PIZZA: CRUST (UNBLEACHED WHEAT FLOUR, WATER, EXPELLER PRESSED SUNFLOWER SEED OIL, SALT, YEAST), CHEESE TOPPING MIX (LOW-MOISTURE PART-SKIM MOZZARELLA CHEESE [PASTEURIZED MILK, SALT, MICROBIAL RENNET, BACTERIAL CULTURE], ASIAGO CHEESE [PASTEURIZED MILK, SALT, BACTERIAL CULTURE, ANIMAL RENNET], PECORINO ROMANO CHEESE [SHEEP'S MILK, SALT, ANIMAL RENNET]), CHEESE SAUCE WITH PARMIGIANO REGGIANO (WATER, CREAM, PARMIGIANO REGGIANO CHEESE [MILK, SALT, ANIMAL RENNET, BACTERIAL CULTURE], EXPELLER PRESSED SUNFLOWER SEED OIL, CORNSTARCH, SALT, BLACK PEPPER), CHEESE SAUCE WITH GORGONZOLA (WATER, CREAM, GORGONZOLA CHEESE [PASTEURIZED MILK, BACTERIAL CULTURE, SALT, ANIMAL RENNET, PENICILLIUM ROQUEFORTI], POTATO STARCH, SALT), EXPELLER PRESSED SUNFLOWER SEED OIL, BLACK PEPPER. FIG SAUCE PACKET: SUGAR, GLUCOSE SYRUP, FIGS, APRICOT PUREE, ORANGE JUICE CONCENTRATE, WHITE WINE VINEGAR, VEGETABLE GLYCERINE, GARLIC PUREE, MODIFIED CORNSTARCH, ONION, SALT, SPICES [GINGER, CINNAMON, CORIANDER, ALLSPICE], LACTIC ACID.@2020-06-16@2021-10-28
COD, MAYONNAISE (SOYBEAN OIL, EGG AND EGG YOLK, WATER, CANE SUGAR**, DISTILLED WHITE VINEGAR, SALT, MUSTARD POWDER, ACETIC ACID, XANTHAN GUM), BREAD CRUMBS (UNBLEACHED WHEAT FLOUR, SALT, YEAST), EGGS, DIJON MUSTARD (WATER, MUSTARD, DISTILLED WHITE VINEGAR, SALT, SUGAR, TAPIOCA MODIFIED STARCH, CITRIC ACID, XANTHAN GUM), CORNSTARCH, LEMON JUICE, SEASONING (CELERY SALT [SALT, CELERY SEED], SPICES [RED PEPPER, BLACK PEPPER], PAPRIKA), GARLIC PUREE (GARLIC, SOYBEAN OIL), SALT, PARSLEY.@2017-09-07@2022-05-23
ORGANIC CHILI POWDER, ORGANIC GARLIC GRANULES, ORGANIC ONION GRANULES, SEA SALT, ORGANIC PAPRIKA, ORGANIC CORNSTARCH, ORGANIC CUMIN, ORGANIC SMOKED PAPRIKA, ORGANIC CAYENNE PEPPER, ORGANIC CHIPOTLE CHILE PEPPERS, ORGANIC RICE CONCENTRATE, CITRIC ACID.@2020-11-19@2022-12-22
ATLANTIC SALMON, SEA SALT, BROWN SUGAR**, DILL, BLACK PEPPER, LEMON ZEST, CELERY POWDER.@2022-12-08@2023-01-26
WINE VINEGAR, CONCENTRATED GRAPE MUST, COOKED GRAPE MUST.@2018-04-11@2021-02-26
PASTEURIZED CREAM, SALT.@2020-09-21@2022-06-21
LIGHT CREAM (PASTEURIZED MILK, CREAM), FISH STOCK (WATER, FISH BONES, ONIONS, CELERY, BLACK PEPPERCORN, THYME, MUSTARD SEED, BAY LEAVES), WATER, SALMON, POTATOES, BUTTER (CREAM, SALT), ONIONS, RICE FLOUR, CELERY, WHITE WINE, SEA SALT, LEMON JUICE, DEHYDRATED CLAM BROTH (CLAM BROTH, CORN MALTODEXTRIN), GARLIC, CORNSTARCH*, DILL, THYME, CAYENNE PEPPER.@2020-10-26@2021-02-26
COOKED CHICKPEAS (WATER, CHICKPEAS), EXPELLER PRESSED CANOLA OIL, TAHINI (GROUND SESAME), WATER, GARLIC, SEA SALT, CITRIC ACID, ORGANIC CUMIN, ORGANIC PAPRIKA, LEMON JUICE CONCENTRATE, LEMON OIL.@2020-10-09@2020-11-30
